quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
seasonal,communal standpipe multiple,gravity,2008.0,never pay,soft,spring,183.0,38.76743559,-5.17227682,600.0,vwc,government of tanzania,dwe,2011-03-12,False,True,,non functional
enough,communal standpipe,gravity,1984.0,pay monthly,soft,spring,1592.0,35.63419525,-7.85014451,1.0,vwc,danida,danid,2011-03-02,True,True,1000.0,functional
enough,communal standpipe,submersible,,never pay,soft,machine dbh,-21.0,39.67094346,-7.90660636,32.0,vwc,,,2011-03-05,False,True,,functional
enough,communal standpipe multiple,gravity,2006.0,,soft,spring,1589.0,36.8272342,-3.18469585,120.0,wug,oikos e.afrika,community,2013-09-03,True,True,,functional
enough,hand pump,handpump,1986.0,never pay,soft,machine dbh,1485.0,32.06802448,-8.68938706,59.0,vwc,rudep,dwe,2011-08-17,False,True,,non functional
enough,hand pump,handpump,,never pay,salty,shallow well,-16.0,39.8543204,-7.78306327,230.0,vwc,,,2011-02-22,False,True,,functional
enough,hand pump,handpump,2009.0,never pay,soft,machine dbh,1823.0,35.76391894,-8.08918663,1.0,vwc,anglican church,angli,2011-02-16,True,True,,functional
enough,hand pump,handpump,,pay per bucket,soft,shallow well,,33.01476219,-8.43639754,,vwc,government of tanzania,government,2011-04-03,True,True,,non functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,31.51225219,-1.13959123,,vwc,peters,dwe,2011-07-09,True,True,,functional
enough,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.72402918,-8.93211477,,wug,danida,danida,2011-04-12,False,False,,functional needs repair
insufficient,communal standpipe,gravity,,pay monthly,soft,river,,33.85161987,-8.82993517,,wua,,,2011-04-14,True,True,,functional
,communal standpipe,submersible,2010.0,,,machine dbh,1660.0,34.88475031,-4.89751605,1.0,vwc,,,2013-01-25,,,,non functional
enough,hand pump,handpump,2000.0,never pay,soft,shallow well,1705.0,34.95840922,-8.51078169,,vwc,kkkt,kkkt,2011-03-10,True,True,,functional
enough,hand pump,handpump,,pay annually,soft,shallow well,1712.0,35.2725042,-8.19550192,,vwc,danida,dwe,2011-02-24,True,True,1000.0,functional
enough,communal standpipe,submersible,2010.0,pay per bucket,soft,river,128.0,38.34276796,-6.60873088,50.0,wua,donor,wu,2011-03-14,True,True,30.0,non functional
enough,communal standpipe,gravity,1987.0,pay monthly,soft,river,1768.0,34.71600987,-9.12973959,25.0,wua,secondary schoo,secondary school,2011-04-14,True,True,25000.0,functional
enough,communal standpipe multiple,motorpump,2011.0,pay per bucket,soft,machine dbh,232.0,39.77883219,-10.60671713,150.0,vwc,amref,amref,2013-02-22,True,True,50.0,functional
insufficient,communal standpipe,gravity,1978.0,pay annually,soft,spring,1567.0,37.89233459,-4.36699297,500.0,vwc,government of tanzania,government,2013-03-25,True,True,1500.0,functional
insufficient,communal standpipe,gravity,1962.0,pay monthly,soft,spring,1607.0,37.59718978,-3.08465534,1.0,company,government of tanzania,district council,2013-02-28,True,True,,non functional
enough,communal standpipe,gravity,1978.0,pay per bucket,soft,lake,1135.0,33.50998861,-2.15235319,100.0,parastatal,ministry of water,dwe,2013-01-18,True,True,50.0,non functional
seasonal,communal standpipe,gravity,,,soft,rainwater harvesting,,33.78466711,-3.72624692,,parastatal,adb,dwe,2012-10-10,False,False,,functional needs repair
enough,communal standpipe multiple,gravity,,never pay,soft,spring,,30.75176889,-2.54922891,,vwc,government of tanzania,central government,2011-08-01,False,True,,functional
dry,other,other,1990.0,,,shallow well,1539.0,34.89458362,-4.49407781,1.0,vwc,,,2013-02-27,,True,,non functional
enough,hand pump,rope pump,2010.0,pay monthly,soft,hand dtw,1768.0,34.89930829,-9.20451104,40.0,vwc,shipo,shipo,2011-02-22,False,True,500.0,functional
enough,hand pump,handpump,2009.0,pay when scheme fails,soft,hand dtw,1593.0,34.920323100000005,-8.83707693,40.0,vwc,kkkt,villagers,2011-07-03,False,True,500.0,functional
insufficient,other,gravity,,never pay,coloured,spring,,30.49985221,-2.5554993,,vwc,jbg,jbg,2011-07-27,False,True,,functional needs repair
dry,improved spring,gravity,,never pay,,spring,,31.77582328,-1.33162743,,vwc,,,2011-08-05,False,True,,non functional
enough,other,gravity,,pay when scheme fails,soft,spring,,32.85025146,-9.01509636,,vwc,dadis,dadis,2011-07-20,False,True,,functional
insufficient,communal standpipe,gravity,2012.0,,soft,rainwater harvesting,1315.0,36.78231907,-3.36937009,400.0,wug,international aid services,international aid services,2013-03-13,False,True,,functional
enough,communal standpipe,submersible,1982.0,pay per bucket,soft,dam,205.0,38.23544422,-6.63641192,100.0,vwc,government of tanzania,rw,2011-03-15,True,True,10.0,non functional
enough,communal standpipe,gravity,2009.0,pay per bucket,soft,river,1685.0,35.88015611,-3.25083059,200.0,vwc,germany,dmdd,2013-03-18,True,True,10.0,functional
dry,other,gravity,1978.0,pay when scheme fails,soft,river,1397.0,34.5688417,-8.91716508,20.0,wua,unicef,dwe,2011-01-04,True,True,,non functional
dry,communal standpipe,gravity,,never pay,soft,spring,,33.82643865,-9.52747959,,vwc,danida,central government,2011-07-18,True,True,,non functional
enough,hand pump,other,1985.0,never pay,soft,machine dbh,1232.0,30.35823687,-5.56948805,100.0,water authority,tcrs,tcrs,2013-01-20,True,True,,non functional
dry,communal standpipe,gravity,,,,river,,33.24244114,-9.31914172,,vwc,,,2011-04-04,False,True,,non functional
insufficient,communal standpipe,gravity,2011.0,pay monthly,soft,spring,1055.0,37.82287905,-4.14888473,450.0,water board,isf,isf,2013-03-03,True,True,1000.0,functional needs repair
dry,communal standpipe,gravity,,never pay,soft,spring,,33.93868915,-9.61165417,,vwc,danida,central government,2011-11-07,True,True,,non functional
insufficient,communal standpipe,gravity,1976.0,pay monthly,soft,spring,744.0,37.35509612,-3.40154092,1.0,water authority,government of tanzania,government,2013-04-04,True,True,,functional needs repair
seasonal,hand pump,handpump,,never pay,soft,shallow well,,33.10016187,-3.81255032,,wug,dwsp,dwsp,2012-10-16,True,True,,functional
enough,communal standpipe,gravity,2000.0,pay when scheme fails,soft,spring,1897.0,36.65057433,-3.2526794,150.0,vwc,government of tanzania,dwe,2013-03-23,True,True,500.0,functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.10623082,-9.03216574,,vwc,kkkt,kkkt,2011-04-10,False,True,,functional needs repair
insufficient,communal standpipe,other,2010.0,never pay,soft,rainwater harvesting,1620.0,34.96353666,-4.67802251,30.0,vwc,,,2013-01-15,,True,,functional
insufficient,communal standpipe,gravity,2002.0,never pay,soft,spring,1661.0,37.95878138,-4.43495404,140.0,vwc,government of tanzania,government,2013-03-21,True,True,,functional needs repair
insufficient,communal standpipe,gravity,2002.0,,soft,river,1297.0,36.97044487,-3.34985393,90.0,vwc,adra,adra /community,2013-04-03,True,True,,non functional
insufficient,communal standpipe,gravity,2005.0,pay monthly,soft,river,1071.0,29.88356158,-4.59970578,570.0,private operator,rc church,rc church,2013-02-08,True,True,750.0,functional
insufficient,communal standpipe,motorpump,1988.0,never pay,soft,river,120.0,38.93735313,-6.70497547,1.0,vwc,kibaha town council,dwe,2011-03-21,True,True,,non functional
seasonal,communal standpipe,gravity,2009.0,,soft,rainwater harvesting,1201.0,33.35805782,-2.07269915,1.0,parastatal,dsdp,dwe,2013-01-22,False,False,,functional
enough,hand pump,handpump,1996.0,never pay,soft,shallow well,966.0,37.08879175,-6.01081035,700.0,vwc,ir,ir,2011-04-05,True,True,,functional
enough,hand pump,handpump,2005.0,,,machine dbh,1481.0,34.64498869,-4.74212404,111.0,,dfid,water aid,2013-01-16,True,,,functional
seasonal,hand pump,handpump,,,soft,rainwater harvesting,,32.16614798,-3.64794666,,parastatal,rural water supply and sanitat,dwe,2012-10-15,True,True,,functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,32.91684591,-2.84922488,,vwc,jica,jica,2011-08-07,True,,,functional
insufficient,hand pump,handpump,1999.0,pay per bucket,soft,shallow well,,38.4687019,-5.13246175,120.0,vwc,world vision,world vision,2011-04-02,True,True,20.0,functional
insufficient,communal standpipe multiple,other,1982.0,never pay,soft,lake,1281.0,33.00023911,-2.07363796,350.0,vwc,government of tanzania,rwe,2011-07-27,True,True,,non functional
dry,communal standpipe,submersible,2000.0,,,machine dbh,1641.0,34.98778437,-4.64321463,1.0,vwc,,,2013-01-16,,True,,functional needs repair
insufficient,communal standpipe,gravity,2006.0,pay per bucket,soft,spring,508.0,39.33063258,-10.99280378,630.0,vwc,ministry of water,lga,2013-01-20,False,True,10.0,non functional
dry,communal standpipe,gravity,2008.0,never pay,soft,spring,1556.0,35.53081946,-4.50268446,270.0,vwc,adra,adra,2013-02-19,True,True,,non functional
dry,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.333789,-8.95920754,,wug,danida,danida,2011-03-28,True,True,,non functional
seasonal,other,other,,pay when scheme fails,soft,shallow well,,33.2773436,-4.20136566,,vwc,world vision,world vision,2013-02-14,False,True,,non functional
enough,communal standpipe,gravity,2005.0,pay monthly,soft,river,373.0,37.50789059,-6.26635194,1.0,vwc,world bank,gwasco l,2011-02-27,True,True,500.0,functional needs repair
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.0591187,-8.568394699999999,,vwc,government of tanzania,government,2011-04-14,True,True,,functional needs repair
enough,hand pump,handpump,,never pay,soft,shallow well,102.0,38.97388970000001,-5.12551864,100.0,vwc,government of tanzania,government,2011-08-08,True,True,,non functional
enough,communal standpipe,submersible,2006.0,pay per bucket,soft,machine dbh,1261.0,36.83283068,-6.09538776,250.0,vwc,af,af,2011-03-30,True,True,50.0,non functional
insufficient,other,other,,pay per bucket,soft,shallow well,,31.73311371,-2.47636967,,vwc,hesawa,hesawa,2011-07-11,True,True,,non functional
dry,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.62759083,-6.03113722,,private operator,water,commu,2011-03-30,False,True,,non functional
seasonal,hand pump,handpump,2009.0,,soft,shallow well,,39.09126059,-4.9549518,200.0,vwc,mkinga distric coun,dwe,2011-03-02,True,True,,non functional
enough,communal standpipe,gravity,1989.0,pay annually,soft,spring,1007.0,35.06153079,-7.91507677,1.0,vwc,danida,danid,2011-03-09,True,True,2000.0,functional
insufficient,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,31.80083428,-1.31490138,,vwc,,,2011-08-04,False,True,,non functional
enough,communal standpipe,gravity,1991.0,pay annually,soft,spring,1114.0,35.87761667,-7.42197042,1.0,vwc,danida,danid,2011-03-15,True,True,2000.0,functional
insufficient,communal standpipe multiple,gravity,2004.0,never pay,soft,spring,165.0,38.70152604,-5.13617489,1000.0,vwc,government of tanzania,dwe,2011-03-19,False,True,,functional
enough,communal standpipe,gravity,2008.0,pay per bucket,soft,spring,1421.0,37.43964118,-3.31993627,30.0,water board,ces(gmbh),dwe,2013-06-03,True,True,6.0,functional
dry,hand pump,handpump,2007.0,never pay,soft,shallow well,-19.0,39.24417821,-7.36829284,500.0,vwc,amref,amref,2011-03-16,False,True,,non functional
seasonal,communal standpipe,gravity,2009.0,pay monthly,soft,river,1244.0,34.63225535,-8.72031632,55.0,wua,wananchi,wananchi,2011-03-27,True,True,500.0,functional
enough,communal standpipe multiple,motorpump,1975.0,pay per bucket,salty,machine dbh,357.0,38.79470824,-10.57239234,1700.0,vwc,fw,fw,2013-01-22,True,True,100.0,functional
insufficient,communal standpipe,gravity,1960.0,never pay,soft,spring,1612.0,37.5816604,-3.2649629,1.0,wua,government of tanzania,central government,2013-03-29,True,True,,non functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,,-2e-08,,vwc,hesawa,dwe,2012-10-29,True,True,,functional needs repair
enough,communal standpipe,gravity,2003.0,pay annually,soft,spring,1790.0,34.3039125,-9.5043126,,vwc,kkkt,commu,2011-03-05,False,True,5000.0,functional
dry,other,other,,,milky,shallow well,,32.50515031,-3.91165507,,wug,rwssp,dwe,2012-10-28,True,True,,non functional
dry,hand pump,handpump,,never pay,,machine dbh,,,-2e-08,,vwc,hesawa,dwe,2011-07-18,True,True,,non functional
enough,other,other,1986.0,,soft,shallow well,64.0,39.76790839,-10.37243798,800.0,vwc,fini water,fini water,2013-02-03,True,True,,non functional
enough,communal standpipe,gravity,1984.0,pay monthly,soft,spring,1591.0,35.62422947,-7.86001982,1.0,vwc,danida,danid,2011-03-02,True,True,1000.0,functional
,other,other,1987.0,,,machine dbh,1536.0,31.04447027,-7.50921781,1.0,vwc,no,dwe,2011-07-15,False,,,non functional
insufficient,other,other,,never pay,soft,shallow well,,31.45223354,-1.29523982,,vwc,hesawa,dwe,2011-07-11,True,True,,non functional
enough,communal standpipe multiple,motorpump,1974.0,never pay,soft,machine dbh,844.0,35.06630886,-5.85530454,250.0,vwc,ministry of water,idara ya maji,2013-01-19,False,True,,non functional
dry,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.63768716,-6.32118,,vwc,tanza,mwe &,2011-04-02,False,True,,non functional
seasonal,other,other,,never pay,soft,shallow well,,33.0849318,-3.75139073,,wug,tasaf,tasaf,2012-10-12,True,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,35.91196769,-5.79362559,,vwc,dct,gove,2011-03-18,True,True,,functional
enough,communal standpipe,gravity,2011.0,,soft,spring,1257.0,36.76604605,-3.39285751,210.0,wua,swisland/ mount meru flowers,community,2013-03-14,True,True,,non functional
enough,improved spring,gravity,2008.0,pay monthly,soft,spring,1572.0,30.12658076,-4.43681809,320.0,water board,dwe,dwe,2013-02-14,True,True,250.0,functional needs repair
enough,communal standpipe,wind-powered,2011.0,never pay,soft,machine dbh,625.0,37.56451071,-4.18247567,87.0,private operator,rc church,rc church,2013-03-16,,True,,functional
enough,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.30381177,-8.95958218,,wug,danida,danida,2011-03-28,True,True,,functional
enough,communal standpipe multiple,motorpump,1974.0,pay per bucket,salty,machine dbh,338.0,38.80660601,-10.56479172,2530.0,vwc,fw,fw,2013-01-22,True,True,100.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.69121711,-9.45005507,,vwc,,,2011-07-29,,True,,non functional
dry,hand pump,other,,never pay,soft,shallow well,,32.74750562,-5.630633,,vwc,africare,tdft,2012-10-10,True,False,,non functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,32.71120577,-8.81026548,,vwc,danida,danida,2011-08-06,False,False,,functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.06037263,-3.83408324,,wug,dwsp,dwsp,2012-10-13,True,True,,functional
enough,communal standpipe multiple,gravity,1988.0,,soft,river,1286.0,30.5365143,-3.79134872,450.0,vwc,norad /government,rwe/dwe,2013-01-16,False,True,,functional
dry,communal standpipe,gravity,1990.0,,soft,spring,458.0,34.73579846,-11.16676157,86.0,vwc,danida,danida,2013-02-14,True,,,non functional
enough,communal standpipe,gravity,1995.0,never pay,soft,river,326.0,36.36552941,-8.77905499,1.0,wug,dhv,dwe,2011-03-21,True,True,,functional
dry,other,other,1961.0,never pay,salty abandoned,other,,39.11013687,-4.75461109,1.0,vwc,british colonial government,dwe,2011-03-13,True,True,,non functional
insufficient,communal standpipe,gravity,1972.0,never pay,soft,spring,1445.0,37.67816216,-3.69879186,80.0,vwc,government of tanzania,central govt,2013-03-02,False,True,,functional
enough,communal standpipe,submersible,1984.0,never pay,,river,1886.0,31.35287524,-7.68709583,1.0,vwc,co,dwe,2011-07-22,False,False,,functional needs repair
insufficient,communal standpipe,gravity,1982.0,pay monthly,soft,river,1343.0,30.01709818,-4.33258278,50.0,water board,world bank,world bank,2013-02-12,True,True,250.0,functional
insufficient,communal standpipe,gravity,2010.0,,soft,rainwater harvesting,1499.0,30.70845573,-3.59108444,450.0,vwc,unicef,twesa,2013-01-29,False,True,,functional
enough,communal standpipe multiple,gravity,,pay per bucket,soft,river,,33.83495799,-3.76408399,,vwc,tcrs,tcrs,2012-10-10,True,True,,functional
insufficient,communal standpipe,gravity,2002.0,never pay,soft,spring,1564.0,36.65864318,-3.3307891000000005,150.0,vwc,government of tanzania,dwe,2013-01-04,True,True,,non functional
insufficient,communal standpipe multiple,gravity,1997.0,pay monthly,soft,river,991.0,30.39148972,-5.10506992,150.0,vwc,government of tanzania,dwe,2013-02-03,True,False,500.0,functional needs repair
insufficient,hand pump,handpump,,pay when scheme fails,salty,shallow well,,,-2e-08,,vwc,ridep,dwe,2012-10-25,True,True,,functional
enough,other,gravity,1976.0,never pay,soft,spring,1415.0,37.29307888,-3.2217387000000004,1.0,vwc,government of tanzania,rwe,2013-02-24,True,False,,non functional
enough,hand pump,handpump,,other,soft,shallow well,,33.99969741,-3.56849388,,wug,world vision,world vision,2012-11-13,False,True,,functional
seasonal,hand pump,handpump,1991.0,pay monthly,soft,machine dbh,1822.0,31.53969095,-7.90807484,,vwc,norad,norad,2013-02-01,True,True,500.0,functional
